,Jenis Usaha,Provinsi,Jenis Ikan,Tahun,Volume Produksi,Nilai Produksi
0,BUDIDAYA,ACEH,BANDENG,2011,16746.8,251202000
1,BUDIDAYA,ACEH,BANDENG,2012,18492.3,295876800
2,BUDIDAYA,ACEH,BANDENG,2013,20530.0,315768921
3,BUDIDAYA,ACEH,BANDENG,2014,23914.1,373190273
4,BUDIDAYA,ACEH,BANDENG,2015,24930.75,393447645
5,BUDIDAYA,ACEH,BANDENG,2016,30537.0,586835465
6,BUDIDAYA,ACEH,BANDENG,2017,8708.84,147971866
7,BUDIDAYA,ACEH,BANDENG,2018,19805.32,441277765
8,BUDIDAYA,ACEH,BANDENG,2019,32723.14,630565000
9,BUDIDAYA,ACEH,BANDENG,2020,40259.88,849733071
10,BUDIDAYA,ACEH,BAWAL,2011,0.0,0
11,BUDIDAYA,ACEH,BAWAL,2012,0.0,0
12,BUDIDAYA,ACEH,BAWAL,2013,42.3,1057074
13,BUDIDAYA,ACEH,BAWAL,2014,260.38,4741950
14,BUDIDAYA,ACEH,BAWAL,2015,151.19,2961504
15,BUDIDAYA,ACEH,BAWAL,2016,0.0,0
16,BUDIDAYA,ACEH,BAWAL,2019,24.61,740488
17,BUDIDAYA,ACEH,BAWAL,2020,34.41,1038640
18,BUDIDAYA,ACEH,GABUS,2020,9.69,649080
19,BUDIDAYA,ACEH,GURAME,2011,584.5,14612500
20,BUDIDAYA,ACEH,GURAME,2012,568.5,25582500
21,BUDIDAYA,ACEH,GURAME,2013,605.5,19617000
22,BUDIDAYA,ACEH,GURAME,2014,686.2,20462880
23,BUDIDAYA,ACEH,GURAME,2015,351.1,15035000
24,BUDIDAYA,ACEH,GURAME,2016,101.3,3788500
25,BUDIDAYA,ACEH,GURAME,2017,537.56,21502240
26,BUDIDAYA,ACEH,GURAME,2018,42.94,2108744
27,BUDIDAYA,ACEH,GURAME,2019,349.42,10177740
28,BUDIDAYA,ACEH,GURAMI,2020,577.41,20175405
29,BUDIDAYA,ACEH,KACI-KACI,2020,157.99,9847440
30,BUDIDAYA,ACEH,KAKAP,2011,185.6,5568000
31,BUDIDAYA,ACEH,KAKAP,2012,240.8,8424500
32,BUDIDAYA,ACEH,KAKAP,2013,247.1,15699000
33,BUDIDAYA,ACEH,KAKAP,2014,131.4,8317500
34,BUDIDAYA,ACEH,KAKAP,2015,222.4,12851472
35,BUDIDAYA,ACEH,KAKAP,2016,305.15,16575785
36,BUDIDAYA,ACEH,KAKAP,2017,247.53,11902927
37,BUDIDAYA,ACEH,KAKAP,2018,654.67,42349360
38,BUDIDAYA,ACEH,KAKAP,2019,2622.91,148480295
39,BUDIDAYA,ACEH,KAKAP,2020,530.17,21588450
40,BUDIDAYA,ACEH,KEKERANGAN,2011,0.0,0
41,BUDIDAYA,ACEH,KEKERANGAN,2012,0.0,0
42,BUDIDAYA,ACEH,KEKERANGAN,2013,0.0,0
43,BUDIDAYA,ACEH,KEKERANGAN,2014,0.0,0
44,BUDIDAYA,ACEH,KEKERANGAN,2015,0.0,0
45,BUDIDAYA,ACEH,KEKERANGAN,2016,0.0,0
46,BUDIDAYA,ACEH,KEKERANGAN,2017,2.95,29540
47,BUDIDAYA,ACEH,KEKERANGAN,2018,0.3,3400
48,BUDIDAYA,ACEH,KEKERANGAN,2019,480.0,9600000
49,BUDIDAYA,ACEH,KEPITING,2020,0.87,60900
50,BUDIDAYA,ACEH,KERANG,2020,186.61,1306270
51,BUDIDAYA,ACEH,KERAPU,2011,1129.5,56900700
52,BUDIDAYA,ACEH,KERAPU,2012,682.6,35495200
53,BUDIDAYA,ACEH,KERAPU,2013,1431.1,85387916
54,BUDIDAYA,ACEH,KERAPU,2014,1063.2,58361800
55,BUDIDAYA,ACEH,KERAPU,2015,968.7,48945701
56,BUDIDAYA,ACEH,KERAPU,2016,1167.72,68046440
57,BUDIDAYA,ACEH,KERAPU,2017,258.75,35445021
58,BUDIDAYA,ACEH,KERAPU,2018,1354.89,54894750
59,BUDIDAYA,ACEH,KERAPU,2019,1389.51,75086700
60,BUDIDAYA,ACEH,KERAPU,2020,282.97,18105375
61,BUDIDAYA,ACEH,KUWE,2020,2.98,115500
62,BUDIDAYA,ACEH,LAINNYA,2011,668.45,15806793
63,BUDIDAYA,ACEH,LAINNYA,2012,2043.3,30640500
64,BUDIDAYA,ACEH,LAINNYA,2013,1858.8,31971327
65,BUDIDAYA,ACEH,LAINNYA,2014,1481.07,55784625
66,BUDIDAYA,ACEH,LAINNYA,2015,1335.9,43267499
67,BUDIDAYA,ACEH,LAINNYA,2016,583.43,13529487
68,BUDIDAYA,ACEH,LAINNYA,2017,8326.62,260740075
69,BUDIDAYA,ACEH,LAINNYA,2018,918.85,33440630
70,BUDIDAYA,ACEH,LAINNYA,2019,210.37,7616975
71,BUDIDAYA,ACEH,LELE,2011,1606.1,28106750
72,BUDIDAYA,ACEH,LELE,2012,3360.47,60488460
73,BUDIDAYA,ACEH,LELE,2013,3069.2,65353949
74,BUDIDAYA,ACEH,LELE,2014,5920.9,112596324
75,BUDIDAYA,ACEH,LELE,2015,5135.8,100956336
76,BUDIDAYA,ACEH,LELE,2016,6795.72,141062806
77,BUDIDAYA,ACEH,LELE,2017,13140.86,228256808
78,BUDIDAYA,ACEH,LELE,2018,10997.02,253219473
79,BUDIDAYA,ACEH,LELE,2019,12779.5,208199782
80,BUDIDAYA,ACEH,LELE,2020,11634.89,228997377
81,BUDIDAYA,ACEH,LOBSTER,2013,1.5,319200
82,BUDIDAYA,ACEH,LOBSTER,2014,11.6,3231500
83,BUDIDAYA,ACEH,LOBSTER,2015,8.2,2353000
84,BUDIDAYA,ACEH,LOBSTER,2016,7.84,1960000
85,BUDIDAYA,ACEH,LOBSTER,2018,0.32,86600
86,BUDIDAYA,ACEH,LOBSTER,2019,1.98,310140
87,BUDIDAYA,ACEH,LOBSTER,2020,1.87,177125
88,BUDIDAYA,ACEH,MAS,2011,4075.7,74078500
89,BUDIDAYA,ACEH,MAS,2012,4806.84,91329960
90,BUDIDAYA,ACEH,MAS,2013,5885.6,114948447
91,BUDIDAYA,ACEH,MAS,2014,6945.2,154706195
92,BUDIDAYA,ACEH,MAS,2015,8062.11,177688517
93,BUDIDAYA,ACEH,MAS,2016,8504.88,210069191
94,BUDIDAYA,ACEH,MAS,2017,6346.56,162916144
95,BUDIDAYA,ACEH,MAS,2018,8778.59,203322168
96,BUDIDAYA,ACEH,MAS,2019,8307.23,222138383
97,BUDIDAYA,ACEH,MAS,2020,11784.29,290442565
98,BUDIDAYA,ACEH,MUJAIR,2020,257.53,5944428
99,BUDIDAYA,ACEH,NILA,2011,4279.6,71353800
100,BUDIDAYA,ACEH,NILA,2012,4914.46,78631360
101,BUDIDAYA,ACEH,NILA,2013,5905.9,113282060
102,BUDIDAYA,ACEH,NILA,2014,8103.8,157926741
103,BUDIDAYA,ACEH,NILA,2015,9372.26,196786311
104,BUDIDAYA,ACEH,NILA,2016,10982.18,259536551
105,BUDIDAYA,ACEH,NILA,2017,28058.2,614362282
106,BUDIDAYA,ACEH,NILA,2018,16293.89,404729976
107,BUDIDAYA,ACEH,NILA,2019,16604.07,388134016
108,BUDIDAYA,ACEH,NILA,2020,17259.22,415915658
109,BUDIDAYA,ACEH,PATIN,2011,135.1,2566900
110,BUDIDAYA,ACEH,PATIN,2012,1.63,47270
111,BUDIDAYA,ACEH,PATIN,2013,0.0,0
112,BUDIDAYA,ACEH,PATIN,2014,6.7,202750
113,BUDIDAYA,ACEH,PATIN,2015,54.1,1525232
114,BUDIDAYA,ACEH,PATIN,2016,617.18,16691640
115,BUDIDAYA,ACEH,PATIN,2017,143.03,3575675
116,BUDIDAYA,ACEH,PATIN,2018,382.39,10087054
117,BUDIDAYA,ACEH,PATIN,2019,204.45,5515105
118,BUDIDAYA,ACEH,PATIN,2020,23.34,743300
119,BUDIDAYA,ACEH,RUMPUT LAUT,2011,0.0,0
120,BUDIDAYA,ACEH,RUMPUT LAUT,2012,0.0,0
121,BUDIDAYA,ACEH,RUMPUT LAUT,2013,20.1,162800
122,BUDIDAYA,ACEH,RUMPUT LAUT,2014,0.0,0
123,BUDIDAYA,ACEH,RUMPUT LAUT,2015,0.0,0
124,BUDIDAYA,ACEH,RUMPUT LAUT,2016,28.0,39520
125,BUDIDAYA,ACEH,SIDAT,2020,0.62,47010
126,BUDIDAYA,ACEH,UDANG,2011,5039.8,302388000
127,BUDIDAYA,ACEH,UDANG,2012,6446.1,329170100
128,BUDIDAYA,ACEH,UDANG,2013,7611.8,492438513
129,BUDIDAYA,ACEH,UDANG,2014,10299.0,652474510
130,BUDIDAYA,ACEH,UDANG,2015,13489.46,857474192
131,BUDIDAYA,ACEH,UDANG,2016,22119.28,1657886738
132,BUDIDAYA,ACEH,UDANG,2017,33767.9,2275872055
133,BUDIDAYA,ACEH,UDANG,2018,45017.26,3093865485
134,BUDIDAYA,ACEH,UDANG,2019,40596.34,2690791530
135,BUDIDAYA,ACEH,UDANG,2020,55659.73,3955959880
136,BUDIDAYA,BALI,BANDENG,2011,190.9,3818000
137,BUDIDAYA,BALI,BANDENG,2012,228.15,3992625
138,BUDIDAYA,BALI,BANDENG,2013,71.2,1339325
139,BUDIDAYA,BALI,BANDENG,2014,142.2,2194000
140,BUDIDAYA,BALI,BANDENG,2015,36.7,587000
141,BUDIDAYA,BALI,BANDENG,2016,0.5,7500
142,BUDIDAYA,BALI,BANDENG,2017,185.0,3143284
143,BUDIDAYA,BALI,BANDENG,2019,18.91,378140
144,BUDIDAYA,BALI,BAWAL,2011,0.0,0
145,BUDIDAYA,BALI,BAWAL,2012,0.0,0
146,BUDIDAYA,BALI,BAWAL,2013,455.4,9096800
147,BUDIDAYA,BALI,BAWAL,2014,485.8,11413720
148,BUDIDAYA,BALI,BAWAL,2015,257.79,7041050
149,BUDIDAYA,BALI,BAWAL,2016,122.91,2973850
150,BUDIDAYA,BALI,BAWAL,2019,49.42,1176240
151,BUDIDAYA,BALI,BAWAL,2020,66.52,1731830
152,BUDIDAYA,BALI,GURAME,2011,254.0,7620000
153,BUDIDAYA,BALI,GURAME,2012,533.35,19733950
154,BUDIDAYA,BALI,GURAME,2013,710.0,23161270
155,BUDIDAYA,BALI,GURAME,2014,1138.78,28884940
156,BUDIDAYA,BALI,GURAME,2015,481.31,13786800
157,BUDIDAYA,BALI,GURAME,2016,545.25,17762446
158,BUDIDAYA,BALI,GURAME,2018,10394.03,282136182
159,BUDIDAYA,BALI,GURAME,2019,763.57,24345666
160,BUDIDAYA,BALI,GURAMI,2020,833.53,27130968
161,BUDIDAYA,BALI,KAKAP,2011,24.0,960000
162,BUDIDAYA,BALI,KAKAP,2012,165.3,7438500
163,BUDIDAYA,BALI,KAKAP,2013,279.6,10394000
164,BUDIDAYA,BALI,KAKAP,2014,285.5,14559100
165,BUDIDAYA,BALI,KAKAP,2015,405.03,19383900
166,BUDIDAYA,BALI,KAKAP,2016,652.6,29884100
167,BUDIDAYA,BALI,KAKAP,2017,632.34,30407334
168,BUDIDAYA,BALI,KAKAP,2018,580.95,23238008
169,BUDIDAYA,BALI,KAKAP,2019,475.4,24223550
170,BUDIDAYA,BALI,KAKAP,2020,299.95,19328090
171,BUDIDAYA,BALI,KEKERANGAN,2011,0.0,0
172,BUDIDAYA,BALI,KEKERANGAN,2012,0.0,0
173,BUDIDAYA,BALI,KEKERANGAN,2013,4.2,463870
174,BUDIDAYA,BALI,KEKERANGAN,2014,0.0,0
175,BUDIDAYA,BALI,KEKERANGAN,2015,2.16,237600
176,BUDIDAYA,BALI,KEKERANGAN,2016,5.5,825000
177,BUDIDAYA,BALI,KERAPU,2011,135.9,9565457
178,BUDIDAYA,BALI,KERAPU,2012,262.2,30997500
179,BUDIDAYA,BALI,KERAPU,2013,295.9,20474355
180,BUDIDAYA,BALI,KERAPU,2014,280.7,18263500
181,BUDIDAYA,BALI,KERAPU,2015,293.05,19128750
182,BUDIDAYA,BALI,KERAPU,2016,195.62,12869300
183,BUDIDAYA,BALI,KERAPU,2018,275.99,25543683
184,BUDIDAYA,BALI,KERAPU,2019,395.88,35615320
185,BUDIDAYA,BALI,KERAPU,2020,235.74,21246600
186,BUDIDAYA,BALI,LAINNYA,2011,2275.0,25930349
187,BUDIDAYA,BALI,LAINNYA,2012,585.2,6632357
188,BUDIDAYA,BALI,LAINNYA,2013,69.9,988352
189,BUDIDAYA,BALI,LAINNYA,2014,57.4,620080
190,BUDIDAYA,BALI,LAINNYA,2015,15.0,180150
191,BUDIDAYA,BALI,LAINNYA,2016,148.06,4493900
192,BUDIDAYA,BALI,LAINNYA,2017,21.08,632340
193,BUDIDAYA,BALI,LAINNYA,2018,47.76,1397360
194,BUDIDAYA,BALI,LAINNYA,2019,5.06,133120
195,BUDIDAYA,BALI,LELE,2011,1689.95,18589450
196,BUDIDAYA,BALI,LELE,2012,1664.93,47450505
197,BUDIDAYA,BALI,LELE,2013,2586.6,32710690
198,BUDIDAYA,BALI,LELE,2014,2717.89,36928512
199,BUDIDAYA,BALI,LELE,2015,2182.29,32974600
200,BUDIDAYA,BALI,LELE,2016,2422.26,38499816
201,BUDIDAYA,BALI,LELE,2017,5563.82,96643553
202,BUDIDAYA,BALI,LELE,2018,3256.89,54093233
203,BUDIDAYA,BALI,LELE,2019,3324.43,57672398
204,BUDIDAYA,BALI,LELE,2020,3091.6,55067092
205,BUDIDAYA,BALI,LOBSTER,2013,0.7,211000
206,BUDIDAYA,BALI,LOBSTER,2014,2.0,452000
207,BUDIDAYA,BALI,LOBSTER,2015,1.5,231500
208,BUDIDAYA,BALI,LOBSTER,2016,6.08,790400
209,BUDIDAYA,BALI,MAS,2011,2519.34,62983500
210,BUDIDAYA,BALI,MAS,2012,1777.1,34653450
211,BUDIDAYA,BALI,MAS,2013,1918.13,43573380
212,BUDIDAYA,BALI,MAS,2014,2147.11,52697090
213,BUDIDAYA,BALI,MAS,2015,1746.56,46495800
214,BUDIDAYA,BALI,MAS,2016,2310.61,63348050
215,BUDIDAYA,BALI,MAS,2017,50.37,1293024
216,BUDIDAYA,BALI,MAS,2018,338.41,12949489
217,BUDIDAYA,BALI,MAS,2019,562.51,21232580
218,BUDIDAYA,BALI,MAS,2020,427.17,18492030
219,BUDIDAYA,BALI,NILA,2011,2762.22,55244400
220,BUDIDAYA,BALI,NILA,2012,3935.33,98338250
221,BUDIDAYA,BALI,NILA,2013,5847.1,103443270
222,BUDIDAYA,BALI,NILA,2014,6957.5,145467772
223,BUDIDAYA,BALI,NILA,2015,6469.44,141629358
224,BUDIDAYA,BALI,NILA,2016,5805.07,128863440
225,BUDIDAYA,BALI,NILA,2017,5208.32,114041331
226,BUDIDAYA,BALI,NILA,2018,5992.55,147209786
227,BUDIDAYA,BALI,NILA,2019,5707.33,153432351
228,BUDIDAYA,BALI,NILA,2020,6017.75,165406871
229,BUDIDAYA,BALI,PATIN,2011,278.5,3342000
230,BUDIDAYA,BALI,PATIN,2012,50.52,1010400
231,BUDIDAYA,BALI,PATIN,2013,349.2,5829894
232,BUDIDAYA,BALI,PATIN,2014,73.08,981470
233,BUDIDAYA,BALI,PATIN,2015,38.06,574580
234,BUDIDAYA,BALI,PATIN,2016,55.97,1231350
235,BUDIDAYA,BALI,PATIN,2018,123.44,3603608
236,BUDIDAYA,BALI,PATIN,2019,103.91,2450842
237,BUDIDAYA,BALI,PATIN,2020,131.87,3336800
238,BUDIDAYA,BALI,RUMPUT LAUT,2011,106398.0,372393000
239,BUDIDAYA,BALI,RUMPUT LAUT,2012,144168.4,360421000
240,BUDIDAYA,BALI,RUMPUT LAUT,2013,145597.15,175011750
241,BUDIDAYA,BALI,RUMPUT LAUT,2014,84336.3,139559891
242,BUDIDAYA,BALI,RUMPUT LAUT,2015,107209.1,129820029
243,BUDIDAYA,BALI,RUMPUT LAUT,2016,100855.96,93211949
244,BUDIDAYA,BALI,RUMPUT LAUT,2017,597.71,896565
245,BUDIDAYA,BALI,RUMPUT LAUT,2018,1067.52,6545308
246,BUDIDAYA,BALI,RUMPUT LAUT,2019,849.66,1284726
247,BUDIDAYA,BALI,RUMPUT LAUT,2020,17145.34,32158964
248,BUDIDAYA,BALI,UDANG,2011,2843.0,93357000
249,BUDIDAYA,BALI,UDANG,2012,2531.3,101271500
250,BUDIDAYA,BALI,UDANG,2013,3380.3,156829930
251,BUDIDAYA,BALI,UDANG,2014,3841.35,238793450
252,BUDIDAYA,BALI,UDANG,2015,3483.79,174389530
253,BUDIDAYA,BALI,UDANG,2016,5446.55,308694960
254,BUDIDAYA,BALI,UDANG,2017,5277.09,316625520
255,BUDIDAYA,BALI,UDANG,2018,3586.99,247931774
256,BUDIDAYA,BALI,UDANG,2019,4154.67,250184218
257,BUDIDAYA,BALI,UDANG,2020,3612.76,187891638
258,BUDIDAYA,BANTEN,BANDENG,2011,9542.74,124055620
259,BUDIDAYA,BANTEN,BANDENG,2012,8739.46,239161200
260,BUDIDAYA,BANTEN,BANDENG,2013,10997.1,171425024
261,BUDIDAYA,BANTEN,BANDENG,2014,11141.62,174132000
262,BUDIDAYA,BANTEN,BANDENG,2015,10637.65,185663300
263,BUDIDAYA,BANTEN,BANDENG,2016,11022.17,192940140
264,BUDIDAYA,BANTEN,BANDENG,2017,25074.42,426039538
265,BUDIDAYA,BANTEN,BANDENG,2018,12585.47,223895037
266,BUDIDAYA,BANTEN,BANDENG,2019,12456.43,231674802
267,BUDIDAYA,BANTEN,BANDENG,2020,12117.75,230454470
268,BUDIDAYA,BANTEN,BAWAL,2011,0.0,0
269,BUDIDAYA,BANTEN,BAWAL,2012,0.0,0
270,BUDIDAYA,BANTEN,BAWAL,2013,17.6,224550
271,BUDIDAYA,BANTEN,BAWAL,2014,23.5,423000
272,BUDIDAYA,BANTEN,BAWAL,2015,25.7,453000
273,BUDIDAYA,BANTEN,BAWAL,2016,26.36,423000
274,BUDIDAYA,BANTEN,BAWAL,2019,52.47,1181050
275,BUDIDAYA,BANTEN,BAWAL,2020,28.0,604980
276,BUDIDAYA,BANTEN,BELANAK,2020,215.99,4319860
277,BUDIDAYA,BANTEN,GURAME,2011,334.85,10380350
278,BUDIDAYA,BANTEN,GURAME,2012,358.81,9999320
279,BUDIDAYA,BANTEN,GURAME,2013,353.85,9947150
280,BUDIDAYA,BANTEN,GURAME,2014,338.82,11084800
281,BUDIDAYA,BANTEN,GURAME,2015,316.45,10500800
282,BUDIDAYA,BANTEN,GURAME,2016,296.1,9399350
283,BUDIDAYA,BANTEN,GURAME,2017,464.03,18561000
284,BUDIDAYA,BANTEN,GURAME,2018,862.35,30305424
285,BUDIDAYA,BANTEN,GURAME,2019,414.18,17776165
286,BUDIDAYA,BANTEN,GURAMI,2020,372.31,16296515
287,BUDIDAYA,BANTEN,KAKAP,2011,0.0,0
288,BUDIDAYA,BANTEN,KAKAP,2012,0.0,0
289,BUDIDAYA,BANTEN,KAKAP,2013,3.2,192000
290,BUDIDAYA,BANTEN,KAKAP,2014,0.0,0
291,BUDIDAYA,BANTEN,KAKAP,2015,3.7,185000
292,BUDIDAYA,BANTEN,KAKAP,2016,2.0,90000
293,BUDIDAYA,BANTEN,KAKAP,2017,0.26,12695
294,BUDIDAYA,BANTEN,KAKAP,2018,2.26,101655
295,BUDIDAYA,BANTEN,KAKAP,2019,7.53,376500
296,BUDIDAYA,BANTEN,KAKAP,2020,8.21,369540
297,BUDIDAYA,BANTEN,KEKERANGAN,2011,2997.09,29030638
298,BUDIDAYA,BANTEN,KEKERANGAN,2012,3538.59,9147530
299,BUDIDAYA,BANTEN,KEKERANGAN,2013,4258.24,9137114
300,BUDIDAYA,BANTEN,KEKERANGAN,2014,5430.08,12407150
301,BUDIDAYA,BANTEN,KEKERANGAN,2015,5906.67,16633900
302,BUDIDAYA,BANTEN,KEKERANGAN,2016,5346.53,14175900
303,BUDIDAYA,BANTEN,KEKERANGAN,2017,5906.84,59068430
304,BUDIDAYA,BANTEN,KEKERANGAN,2018,7950.37,17642549
305,BUDIDAYA,BANTEN,KEKERANGAN,2019,1035.17,7153600
306,BUDIDAYA,BANTEN,KERANG,2020,757.57,5930800
307,BUDIDAYA,BANTEN,KERAPU,2011,18.76,2814000
308,BUDIDAYA,BANTEN,KERAPU,2012,16.06,2771800
309,BUDIDAYA,BANTEN,KERAPU,2013,27.33,3969600
310,BUDIDAYA,BANTEN,KERAPU,2014,28.22,3909000
311,BUDIDAYA,BANTEN,KERAPU,2015,26.15,3278000
312,BUDIDAYA,BANTEN,KERAPU,2016,22.9,2535000
313,BUDIDAYA,BANTEN,KERAPU,2017,111.77,15311250
314,BUDIDAYA,BANTEN,KERAPU,2018,88.87,8726713
315,BUDIDAYA,BANTEN,KERAPU,2019,38.18,3508600
316,BUDIDAYA,BANTEN,KERAPU,2020,26.76,1204245
317,BUDIDAYA,BANTEN,LAINNYA,2011,6860.41,99591732
318,BUDIDAYA,BANTEN,LAINNYA,2012,6657.97,62503400
319,BUDIDAYA,BANTEN,LAINNYA,2013,6859.36,65813561
320,BUDIDAYA,BANTEN,LAINNYA,2014,5314.79,48753300
321,BUDIDAYA,BANTEN,LAINNYA,2015,4956.77,49738000
322,BUDIDAYA,BANTEN,LAINNYA,2016,6824.42,104238800
323,BUDIDAYA,BANTEN,LAINNYA,2017,1258.94,18386772
324,BUDIDAYA,BANTEN,LAINNYA,2018,5768.78,88725897
325,BUDIDAYA,BANTEN,LAINNYA,2019,3837.9,40522680
326,BUDIDAYA,BANTEN,LELE,2011,7230.67,75922035
327,BUDIDAYA,BANTEN,LELE,2012,8323.61,92680900
328,BUDIDAYA,BANTEN,LELE,2013,9667.77,131497179
329,BUDIDAYA,BANTEN,LELE,2014,10261.46,166440666
330,BUDIDAYA,BANTEN,LELE,2015,10216.27,174318772
331,BUDIDAYA,BANTEN,LELE,2016,9274.48,151431698
332,BUDIDAYA,BANTEN,LELE,2017,40239.88,698966663
333,BUDIDAYA,BANTEN,LELE,2018,13875.21,239688913
334,BUDIDAYA,BANTEN,LELE,2019,14116.99,261568933
335,BUDIDAYA,BANTEN,LELE,2020,15247.89,292506002
336,BUDIDAYA,BANTEN,LOBSTER,2013,0.0,0
337,BUDIDAYA,BANTEN,LOBSTER,2014,0.0,0
338,BUDIDAYA,BANTEN,LOBSTER,2015,0.0,0
339,BUDIDAYA,BANTEN,LOBSTER,2016,0.0,0
340,BUDIDAYA,BANTEN,LOBSTER,2020,18.2,1820000
341,BUDIDAYA,BANTEN,MAS,2011,4487.0,78522500
342,BUDIDAYA,BANTEN,MAS,2012,4737.67,85966940
343,BUDIDAYA,BANTEN,MAS,2013,4466.01,84761658
344,BUDIDAYA,BANTEN,MAS,2014,4484.91,110086660
345,BUDIDAYA,BANTEN,MAS,2015,4207.56,97572105
346,BUDIDAYA,BANTEN,MAS,2016,3327.79,79713760
347,BUDIDAYA,BANTEN,MAS,2017,278.24,7142395
348,BUDIDAYA,BANTEN,MAS,2018,4024.38,108393169
349,BUDIDAYA,BANTEN,MAS,2019,5389.58,176463303
350,BUDIDAYA,BANTEN,MAS,2020,4479.54,140784635
351,BUDIDAYA,BANTEN,MUJAIR,2020,3764.23,45388745
352,BUDIDAYA,BANTEN,NILA,2011,3157.63,34733930
353,BUDIDAYA,BANTEN,NILA,2012,3936.44,43624450
354,BUDIDAYA,BANTEN,NILA,2013,3475.72,57550220
355,BUDIDAYA,BANTEN,NILA,2014,3793.76,78115487
356,BUDIDAYA,BANTEN,NILA,2015,3361.67,68956668
357,BUDIDAYA,BANTEN,NILA,2016,3090.34,61235400
358,BUDIDAYA,BANTEN,NILA,2017,689.13,15089125
359,BUDIDAYA,BANTEN,NILA,2018,3172.73,70305062
360,BUDIDAYA,BANTEN,NILA,2019,5744.64,182461575
361,BUDIDAYA,BANTEN,NILA,2020,6266.94,204108469
362,BUDIDAYA,BANTEN,PATIN,2011,217.0,3255000
363,BUDIDAYA,BANTEN,PATIN,2012,131.38,1851920
364,BUDIDAYA,BANTEN,PATIN,2013,110.61,1780700
365,BUDIDAYA,BANTEN,PATIN,2014,113.66,1838080
366,BUDIDAYA,BANTEN,PATIN,2015,109.7,1789900
367,BUDIDAYA,BANTEN,PATIN,2016,79.1,1178600
368,BUDIDAYA,BANTEN,PATIN,2017,681.11,17027650
369,BUDIDAYA,BANTEN,PATIN,2018,122.32,2133407
370,BUDIDAYA,BANTEN,PATIN,2019,799.03,18837692
371,BUDIDAYA,BANTEN,PATIN,2020,810.49,19686072
372,BUDIDAYA,BANTEN,RUMPUT LAUT,2011,55240.0,66582722
373,BUDIDAYA,BANTEN,RUMPUT LAUT,2012,49110.17,73510230
374,BUDIDAYA,BANTEN,RUMPUT LAUT,2013,56287.94,84149240
375,BUDIDAYA,BANTEN,RUMPUT LAUT,2014,61317.95,91736670
376,BUDIDAYA,BANTEN,RUMPUT LAUT,2015,62604.14,97367170
377,BUDIDAYA,BANTEN,RUMPUT LAUT,2016,65881.86,122785730
378,BUDIDAYA,BANTEN,RUMPUT LAUT,2017,64501.16,96751743
379,BUDIDAYA,BANTEN,RUMPUT LAUT,2018,70666.9,143729132
380,BUDIDAYA,BANTEN,RUMPUT LAUT,2019,70592.68,108953824
381,BUDIDAYA,BANTEN,RUMPUT LAUT,2020,70554.98,108363772
382,BUDIDAYA,BANTEN,TAWES,2020,0.1,3000
383,BUDIDAYA,BANTEN,UDANG,2011,1654.36,58188792
384,BUDIDAYA,BANTEN,UDANG,2012,1583.8,53960550
385,BUDIDAYA,BANTEN,UDANG,2013,2903.54,133594450
386,BUDIDAYA,BANTEN,UDANG,2014,3386.39,145735400
387,BUDIDAYA,BANTEN,UDANG,2015,3053.93,125559750
388,BUDIDAYA,BANTEN,UDANG,2016,2795.13,185952600
389,BUDIDAYA,BANTEN,UDANG,2017,3655.67,232699933
390,BUDIDAYA,BANTEN,UDANG,2018,2142.04,138257819
391,BUDIDAYA,BANTEN,UDANG,2019,2832.05,237942360
392,BUDIDAYA,BANTEN,UDANG,2020,14515.01,1225713343
393,BUDIDAYA,BENGKULU,BANDENG,2011,318.32,3819840
394,BUDIDAYA,BENGKULU,BANDENG,2012,91.56,1144500
395,BUDIDAYA,BENGKULU,BANDENG,2013,120.2,2121600
396,BUDIDAYA,BENGKULU,BANDENG,2014,123.5,2473000
397,BUDIDAYA,BENGKULU,BANDENG,2015,362.0,12670000
398,BUDIDAYA,BENGKULU,BANDENG,2016,78.0,1950000
399,BUDIDAYA,BENGKULU,BANDENG,2017,754.58,12821018
400,BUDIDAYA,BENGKULU,BANDENG,2019,3.0,66000
401,BUDIDAYA,BENGKULU,BAWAL,2011,0.0,0
402,BUDIDAYA,BENGKULU,BAWAL,2012,0.0,0
403,BUDIDAYA,BENGKULU,BAWAL,2013,40.8,790250
404,BUDIDAYA,BENGKULU,BAWAL,2014,43.2,999100
405,BUDIDAYA,BENGKULU,BAWAL,2015,41.4,990000
406,BUDIDAYA,BENGKULU,BAWAL,2016,46.4,681900
407,BUDIDAYA,BENGKULU,BAWAL,2019,15.0,300000
408,BUDIDAYA,BENGKULU,GURAME,2011,178.67,3573400
409,BUDIDAYA,BENGKULU,GURAME,2012,814.14,24424200
410,BUDIDAYA,BENGKULU,GURAME,2013,674.54,17210600
411,BUDIDAYA,BENGKULU,GURAME,2014,590.64,15561850
412,BUDIDAYA,BENGKULU,GURAME,2015,312.29,10930150
413,BUDIDAYA,BENGKULU,GURAME,2016,270.98,9484300
414,BUDIDAYA,BENGKULU,GURAME,2017,70.07,2802720
415,BUDIDAYA,BENGKULU,GURAME,2018,4524.7,190173997
416,BUDIDAYA,BENGKULU,GURAME,2019,15937.55,542652500
417,BUDIDAYA,BENGKULU,KAKAP,2011,0.0,0
418,BUDIDAYA,BENGKULU,KAKAP,2012,0.0,0
