,Jenis Usaha,Provinsi,Jenis Ikan,Tahun,Volume Produksi,Nilai Produksi
3682,BUDIDAYA,SULAWESI TENGAH,PATIN,2018,15.0,509984
3683,BUDIDAYA,SULAWESI TENGAH,PATIN,2019,1.0,12500
3684,BUDIDAYA,SULAWESI TENGAH,PATIN,2020,9.5,285000
3685,BUDIDAYA,SULAWESI TENGAH,RUMPUT LAUT,2011,758910.0,1640167200
3686,BUDIDAYA,SULAWESI TENGAH,RUMPUT LAUT,2012,911589.6,1367384400
3687,BUDIDAYA,SULAWESI TENGAH,RUMPUT LAUT,2013,1285811.0,2657376747
3688,BUDIDAYA,SULAWESI TENGAH,RUMPUT LAUT,2014,1197480.68,1842976602
3689,BUDIDAYA,SULAWESI TENGAH,RUMPUT LAUT,2015,1362811.58,1594596335
3690,BUDIDAYA,SULAWESI TENGAH,RUMPUT LAUT,2016,1297348.03,1317291488
3691,BUDIDAYA,SULAWESI TENGAH,RUMPUT LAUT,2017,691576.24,1037364365
3692,BUDIDAYA,SULAWESI TENGAH,RUMPUT LAUT,2018,1136458.39,1620833762
3693,BUDIDAYA,SULAWESI TENGAH,RUMPUT LAUT,2019,932685.63,2854245299
3694,BUDIDAYA,SULAWESI TENGAH,RUMPUT LAUT,2020,927786.52,2293282749
3695,BUDIDAYA,SULAWESI TENGAH,SIDAT,2020,12.03,1203300
3696,BUDIDAYA,SULAWESI TENGAH,UDANG,2011,10462.0,738130000
3697,BUDIDAYA,SULAWESI TENGAH,UDANG,2012,3987.1,235456500
3698,BUDIDAYA,SULAWESI TENGAH,UDANG,2013,23670.6,1173214923
3699,BUDIDAYA,SULAWESI TENGAH,UDANG,2014,4713.51,255750100
3700,BUDIDAYA,SULAWESI TENGAH,UDANG,2015,11385.29,555499850
3701,BUDIDAYA,SULAWESI TENGAH,UDANG,2016,15766.94,773600000
3702,BUDIDAYA,SULAWESI TENGAH,UDANG,2017,19923.4,1195404060
3703,BUDIDAYA,SULAWESI TENGAH,UDANG,2018,79932.32,3405146083
3704,BUDIDAYA,SULAWESI TENGAH,UDANG,2019,16713.82,954337619
3705,BUDIDAYA,SULAWESI TENGAH,UDANG,2020,17411.02,1096568428
3706,BUDIDAYA,SULAWESI TENGGARA,BANDENG,2011,34157.94,444053220
3707,BUDIDAYA,SULAWESI TENGGARA,BANDENG,2012,42733.0,640995000
3708,BUDIDAYA,SULAWESI TENGGARA,BANDENG,2013,54774.47,972440380
3709,BUDIDAYA,SULAWESI TENGGARA,BANDENG,2014,40635.47,609532050
3710,BUDIDAYA,SULAWESI TENGGARA,BANDENG,2015,42344.95,501706200
3711,BUDIDAYA,SULAWESI TENGGARA,BANDENG,2016,45168.44,677526600
3712,BUDIDAYA,SULAWESI TENGGARA,BANDENG,2017,10030.64,170430587
3713,BUDIDAYA,SULAWESI TENGGARA,BANDENG,2018,61161.33,1214818747
3714,BUDIDAYA,SULAWESI TENGGARA,BANDENG,2019,45018.27,841108582
3715,BUDIDAYA,SULAWESI TENGGARA,BANDENG,2020,53986.51,941545671
3716,BUDIDAYA,SULAWESI TENGGARA,BAWAL,2011,0.0,0
3717,BUDIDAYA,SULAWESI TENGGARA,BAWAL,2012,0.0,0
3718,BUDIDAYA,SULAWESI TENGGARA,BAWAL,2013,0.0,0
3719,BUDIDAYA,SULAWESI TENGGARA,BAWAL,2014,6.0,90000
3720,BUDIDAYA,SULAWESI TENGGARA,BAWAL,2015,7.2,108000
3721,BUDIDAYA,SULAWESI TENGGARA,BAWAL,2016,6.67,100050
3722,BUDIDAYA,SULAWESI TENGGARA,BAWAL,2019,6.69,355150
3723,BUDIDAYA,SULAWESI TENGGARA,BAWAL,2020,1.23,39935
3724,BUDIDAYA,SULAWESI TENGGARA,BELANAK,2020,75.05,2251500
3725,BUDIDAYA,SULAWESI TENGGARA,GURAME,2011,0.0,0
3726,BUDIDAYA,SULAWESI TENGGARA,GURAME,2012,30.0,600000
3727,BUDIDAYA,SULAWESI TENGGARA,GURAME,2013,11.53,430750
3728,BUDIDAYA,SULAWESI TENGGARA,GURAME,2014,12.37,494800
3729,BUDIDAYA,SULAWESI TENGGARA,GURAME,2015,93.44,3737600
3730,BUDIDAYA,SULAWESI TENGGARA,GURAME,2016,91.96,3678400
3731,BUDIDAYA,SULAWESI TENGGARA,GURAME,2018,18.77,730611
3732,BUDIDAYA,SULAWESI TENGGARA,GURAME,2019,19.42,707925
3733,BUDIDAYA,SULAWESI TENGGARA,GURAMI,2020,28.67,1038980
3734,BUDIDAYA,SULAWESI TENGGARA,KACI-KACI,2020,87.87,3075450
3735,BUDIDAYA,SULAWESI TENGGARA,KAKAP,2011,0.0,0
3736,BUDIDAYA,SULAWESI TENGGARA,KAKAP,2012,0.0,0
3737,BUDIDAYA,SULAWESI TENGGARA,KAKAP,2013,0.0,0
3738,BUDIDAYA,SULAWESI TENGGARA,KAKAP,2014,0.0,0
3739,BUDIDAYA,SULAWESI TENGGARA,KAKAP,2015,0.0,0
3740,BUDIDAYA,SULAWESI TENGGARA,KAKAP,2016,0.0,0
3741,BUDIDAYA,SULAWESI TENGGARA,KAKAP,2019,134.46,5138600
3742,BUDIDAYA,SULAWESI TENGGARA,KAKAP,2020,109.02,4693860
3743,BUDIDAYA,SULAWESI TENGGARA,KEKERANGAN,2011,548.0,822451
3744,BUDIDAYA,SULAWESI TENGGARA,KEKERANGAN,2012,469.92,7048800
3745,BUDIDAYA,SULAWESI TENGGARA,KEKERANGAN,2013,469.78,20917354
3746,BUDIDAYA,SULAWESI TENGGARA,KEKERANGAN,2014,3.4,17000
3747,BUDIDAYA,SULAWESI TENGGARA,KEKERANGAN,2015,14.69,73450
3748,BUDIDAYA,SULAWESI TENGGARA,KEKERANGAN,2016,102.39,511950
3749,BUDIDAYA,SULAWESI TENGGARA,KEPITING,2020,0.78,31000
3750,BUDIDAYA,SULAWESI TENGGARA,KERAPU,2011,646.71,51736800
3751,BUDIDAYA,SULAWESI TENGGARA,KERAPU,2012,656.0,65600000
3752,BUDIDAYA,SULAWESI TENGGARA,KERAPU,2013,395.83,27664650
3753,BUDIDAYA,SULAWESI TENGGARA,KERAPU,2014,443.88,177552000
3754,BUDIDAYA,SULAWESI TENGGARA,KERAPU,2015,271.48,108592000
3755,BUDIDAYA,SULAWESI TENGGARA,KERAPU,2016,267.69,107076000
3756,BUDIDAYA,SULAWESI TENGGARA,KERAPU,2017,120.79,16546708
3757,BUDIDAYA,SULAWESI TENGGARA,KERAPU,2018,686.73,37402407
3758,BUDIDAYA,SULAWESI TENGGARA,KERAPU,2019,401.34,26463120
3759,BUDIDAYA,SULAWESI TENGGARA,KERAPU,2020,280.93,19361735
3760,BUDIDAYA,SULAWESI TENGGARA,KUWE,2020,727.42,22054920
3761,BUDIDAYA,SULAWESI TENGGARA,LAINNYA,2011,989.74,6245716
3762,BUDIDAYA,SULAWESI TENGGARA,LAINNYA,2012,2274.12,56947300
3763,BUDIDAYA,SULAWESI TENGGARA,LAINNYA,2013,1162.2,14129730
3764,BUDIDAYA,SULAWESI TENGGARA,LAINNYA,2014,158.39,8703733
3765,BUDIDAYA,SULAWESI TENGGARA,LAINNYA,2015,684.23,23749570
3766,BUDIDAYA,SULAWESI TENGGARA,LAINNYA,2016,280.57,9736850
3767,BUDIDAYA,SULAWESI TENGGARA,LAINNYA,2017,1508.54,107962626
3768,BUDIDAYA,SULAWESI TENGGARA,LAINNYA,2018,1228.32,29594561
3769,BUDIDAYA,SULAWESI TENGGARA,LAINNYA,2019,772.42,21303900
3770,BUDIDAYA,SULAWESI TENGGARA,LELE,2011,1242.41,18636150
3771,BUDIDAYA,SULAWESI TENGGARA,LELE,2012,1342.35,20135250
3772,BUDIDAYA,SULAWESI TENGGARA,LELE,2013,1381.35,24438590
3773,BUDIDAYA,SULAWESI TENGGARA,LELE,2014,1202.28,24045600
3774,BUDIDAYA,SULAWESI TENGGARA,LELE,2015,565.7,11314000
3775,BUDIDAYA,SULAWESI TENGGARA,LELE,2016,796.54,15930800
3776,BUDIDAYA,SULAWESI TENGGARA,LELE,2017,152.63,2651200
3777,BUDIDAYA,SULAWESI TENGGARA,LELE,2018,2793.68,62890406
3778,BUDIDAYA,SULAWESI TENGGARA,LELE,2019,860.78,22124479
3779,BUDIDAYA,SULAWESI TENGGARA,LELE,2020,734.24,19500814
3780,BUDIDAYA,SULAWESI TENGGARA,LOBSTER,2013,0.0,0
3781,BUDIDAYA,SULAWESI TENGGARA,LOBSTER,2014,1.14,655500
3782,BUDIDAYA,SULAWESI TENGGARA,LOBSTER,2015,10.62,5310000
3783,BUDIDAYA,SULAWESI TENGGARA,LOBSTER,2016,9.63,5778000
3784,BUDIDAYA,SULAWESI TENGGARA,LOBSTER,2017,14.55,4817795
3785,BUDIDAYA,SULAWESI TENGGARA,LOBSTER,2018,528.41,186713363
3786,BUDIDAYA,SULAWESI TENGGARA,LOBSTER,2019,40.2,10650140
3787,BUDIDAYA,SULAWESI TENGGARA,LOBSTER,2020,17.31,5506685
3788,BUDIDAYA,SULAWESI TENGGARA,MAS,2011,1743.0,26145000
3789,BUDIDAYA,SULAWESI TENGGARA,MAS,2012,2021.0,30315000
3790,BUDIDAYA,SULAWESI TENGGARA,MAS,2013,2158.91,53981750
3791,BUDIDAYA,SULAWESI TENGGARA,MAS,2014,2296.66,80383100
3792,BUDIDAYA,SULAWESI TENGGARA,MAS,2015,934.4,32704000
3793,BUDIDAYA,SULAWESI TENGGARA,MAS,2016,1600.64,56039400
3794,BUDIDAYA,SULAWESI TENGGARA,MAS,2017,971.79,24945875
3795,BUDIDAYA,SULAWESI TENGGARA,MAS,2018,4432.45,132895253
3796,BUDIDAYA,SULAWESI TENGGARA,MAS,2019,994.99,35762560
3797,BUDIDAYA,SULAWESI TENGGARA,MAS,2020,1983.94,69550830
3798,BUDIDAYA,SULAWESI TENGGARA,MUJAIR,2020,23.39,567540
3799,BUDIDAYA,SULAWESI TENGGARA,NILA,2011,996.7,14950500
3800,BUDIDAYA,SULAWESI TENGGARA,NILA,2012,1122.0,16830000
3801,BUDIDAYA,SULAWESI TENGGARA,NILA,2013,1564.74,31290800
3802,BUDIDAYA,SULAWESI TENGGARA,NILA,2014,1415.02,42450600
3803,BUDIDAYA,SULAWESI TENGGARA,NILA,2015,851.18,25535400
3804,BUDIDAYA,SULAWESI TENGGARA,NILA,2016,1400.74,41971200
3805,BUDIDAYA,SULAWESI TENGGARA,NILA,2017,487.28,10669549
3806,BUDIDAYA,SULAWESI TENGGARA,NILA,2018,4742.78,133863348
3807,BUDIDAYA,SULAWESI TENGGARA,NILA,2019,1622.07,48341415
3808,BUDIDAYA,SULAWESI TENGGARA,NILA,2020,5290.91,141998578
3809,BUDIDAYA,SULAWESI TENGGARA,PATIN,2011,0.0,0
3810,BUDIDAYA,SULAWESI TENGGARA,PATIN,2012,9.0,135000
3811,BUDIDAYA,SULAWESI TENGGARA,PATIN,2013,1.94,40100
3812,BUDIDAYA,SULAWESI TENGGARA,PATIN,2014,34.2,855000
3813,BUDIDAYA,SULAWESI TENGGARA,PATIN,2015,3.77,94250
3814,BUDIDAYA,SULAWESI TENGGARA,PATIN,2016,0.15,3750
3815,BUDIDAYA,SULAWESI TENGGARA,PATIN,2017,271.02,6775375
3816,BUDIDAYA,SULAWESI TENGGARA,PATIN,2018,6.6,148411
3817,BUDIDAYA,SULAWESI TENGGARA,PATIN,2019,7.07,176750
3818,BUDIDAYA,SULAWESI TENGGARA,PATIN,2020,327.89,9847010
3819,BUDIDAYA,SULAWESI TENGGARA,RUMPUT LAUT,2011,586965.0,1760895000
3820,BUDIDAYA,SULAWESI TENGGARA,RUMPUT LAUT,2012,639192.0,958788000
3821,BUDIDAYA,SULAWESI TENGGARA,RUMPUT LAUT,2013,917362.83,1147935297
3822,BUDIDAYA,SULAWESI TENGGARA,RUMPUT LAUT,2014,956016.5,1434024750
3823,BUDIDAYA,SULAWESI TENGGARA,RUMPUT LAUT,2015,915894.88,1091567800
3824,BUDIDAYA,SULAWESI TENGGARA,RUMPUT LAUT,2016,830497.0,831553470
3825,BUDIDAYA,SULAWESI TENGGARA,RUMPUT LAUT,2017,872171.58,1308257376
3826,BUDIDAYA,SULAWESI TENGGARA,RUMPUT LAUT,2018,492494.73,3798791804
3827,BUDIDAYA,SULAWESI TENGGARA,RUMPUT LAUT,2019,346886.31,1482164793
3828,BUDIDAYA,SULAWESI TENGGARA,RUMPUT LAUT,2020,272324.57,1024684109
3829,BUDIDAYA,SULAWESI TENGGARA,TERIPANG,2020,8.67,520260
3830,BUDIDAYA,SULAWESI TENGGARA,TIRAM,2020,110.5,265200
3831,BUDIDAYA,SULAWESI TENGGARA,UDANG,2011,20546.44,449367024
3832,BUDIDAYA,SULAWESI TENGGARA,UDANG,2012,22748.0,1096600000
3833,BUDIDAYA,SULAWESI TENGGARA,UDANG,2013,31643.34,1130073552
3834,BUDIDAYA,SULAWESI TENGGARA,UDANG,2014,35190.73,1487234500
3835,BUDIDAYA,SULAWESI TENGGARA,UDANG,2015,32379.32,1445988400
3836,BUDIDAYA,SULAWESI TENGGARA,UDANG,2016,32387.4,1491184950
3837,BUDIDAYA,SULAWESI TENGGARA,UDANG,2017,130653.13,7900114860
3838,BUDIDAYA,SULAWESI TENGGARA,UDANG,2018,63138.41,3702520108
3839,BUDIDAYA,SULAWESI TENGGARA,UDANG,2019,56618.47,2540540421
3840,BUDIDAYA,SULAWESI TENGGARA,UDANG,2020,45571.18,2191617367
3841,BUDIDAYA,SULAWESI UTARA,BANDENG,2011,232.08,3481200
3842,BUDIDAYA,SULAWESI UTARA,BANDENG,2012,180.9,2713500
3843,BUDIDAYA,SULAWESI UTARA,BANDENG,2013,1833.07,38313520
3844,BUDIDAYA,SULAWESI UTARA,BANDENG,2014,729.4,15060800
3845,BUDIDAYA,SULAWESI UTARA,BANDENG,2015,207.83,7404260
3846,BUDIDAYA,SULAWESI UTARA,BANDENG,2016,376.29,8836250
3847,BUDIDAYA,SULAWESI UTARA,BANDENG,2017,5.32,90443
3848,BUDIDAYA,SULAWESI UTARA,BANDENG,2018,262.91,8009041
3849,BUDIDAYA,SULAWESI UTARA,BANDENG,2019,153.1,4040155
3850,BUDIDAYA,SULAWESI UTARA,BANDENG,2020,139.06,4911385
3851,BUDIDAYA,SULAWESI UTARA,BAWAL,2011,0.0,0
3852,BUDIDAYA,SULAWESI UTARA,BAWAL,2012,0.0,0
3853,BUDIDAYA,SULAWESI UTARA,BAWAL,2013,0.0,0
3854,BUDIDAYA,SULAWESI UTARA,BAWAL,2014,31.93,1676325
3855,BUDIDAYA,SULAWESI UTARA,BAWAL,2015,46.27,1673000
3856,BUDIDAYA,SULAWESI UTARA,BAWAL,2016,30.46,1111790
3857,BUDIDAYA,SULAWESI UTARA,BAWAL,2019,48.72,1557750
3858,BUDIDAYA,SULAWESI UTARA,BAWAL,2020,6.61,330300
3859,BUDIDAYA,SULAWESI UTARA,BETUTU,2020,1374.78,34369450
3860,BUDIDAYA,SULAWESI UTARA,GURAME,2011,10.0,400000
3861,BUDIDAYA,SULAWESI UTARA,GURAME,2012,7.21,144200
3862,BUDIDAYA,SULAWESI UTARA,GURAME,2013,553.67,24850800
3863,BUDIDAYA,SULAWESI UTARA,GURAME,2014,30.7,1381500
3864,BUDIDAYA,SULAWESI UTARA,GURAME,2015,74.57,3180300
3865,BUDIDAYA,SULAWESI UTARA,GURAME,2016,73.81,3321450
3866,BUDIDAYA,SULAWESI UTARA,GURAME,2017,255.95,10238120
3867,BUDIDAYA,SULAWESI UTARA,GURAME,2018,660.64,24706385
3868,BUDIDAYA,SULAWESI UTARA,GURAME,2019,72.64,4045650
3869,BUDIDAYA,SULAWESI UTARA,GURAMI,2020,192.37,10514865
3870,BUDIDAYA,SULAWESI UTARA,KACI-KACI,2020,1.64,65640
3871,BUDIDAYA,SULAWESI UTARA,KAKAP,2011,37.8,2646000
3872,BUDIDAYA,SULAWESI UTARA,KAKAP,2012,1.1,38500
3873,BUDIDAYA,SULAWESI UTARA,KAKAP,2013,27.75,1400000
3874,BUDIDAYA,SULAWESI UTARA,KAKAP,2014,2.0,100000
3875,BUDIDAYA,SULAWESI UTARA,KAKAP,2015,1.39,62100
3876,BUDIDAYA,SULAWESI UTARA,KAKAP,2016,0.13,5850
3877,BUDIDAYA,SULAWESI UTARA,KAKAP,2018,13.2,659950
3878,BUDIDAYA,SULAWESI UTARA,KAKAP,2019,14.95,597960
3879,BUDIDAYA,SULAWESI UTARA,KAKAP,2020,2.1,84000
3880,BUDIDAYA,SULAWESI UTARA,KEKERANGAN,2011,0.0,0
3881,BUDIDAYA,SULAWESI UTARA,KEKERANGAN,2012,0.0,0
3882,BUDIDAYA,SULAWESI UTARA,KEKERANGAN,2013,0.0,0
3883,BUDIDAYA,SULAWESI UTARA,KEKERANGAN,2014,0.0,0
3884,BUDIDAYA,SULAWESI UTARA,KEKERANGAN,2015,0.0,0
3885,BUDIDAYA,SULAWESI UTARA,KEKERANGAN,2016,0.0,0
3886,BUDIDAYA,SULAWESI UTARA,KEPITING,2020,55.68,2096450
3887,BUDIDAYA,SULAWESI UTARA,KERAPU,2011,162.9,17919000
3888,BUDIDAYA,SULAWESI UTARA,KERAPU,2012,90.5,9050000
3889,BUDIDAYA,SULAWESI UTARA,KERAPU,2013,171.16,9056931
3890,BUDIDAYA,SULAWESI UTARA,KERAPU,2014,95.0,7790000
3891,BUDIDAYA,SULAWESI UTARA,KERAPU,2015,123.23,5819750
3892,BUDIDAYA,SULAWESI UTARA,KERAPU,2016,158.6,7930000
3893,BUDIDAYA,SULAWESI UTARA,KERAPU,2018,823.7,52973225
3894,BUDIDAYA,SULAWESI UTARA,KERAPU,2019,123.41,9168510
3895,BUDIDAYA,SULAWESI UTARA,KERAPU,2020,113.4,9467030
3896,BUDIDAYA,SULAWESI UTARA,KUWE,2020,743.88,39792455
3897,BUDIDAYA,SULAWESI UTARA,LAINNYA,2011,5634.17,33262642
3898,BUDIDAYA,SULAWESI UTARA,LAINNYA,2012,1341.74,26571620
3899,BUDIDAYA,SULAWESI UTARA,LAINNYA,2013,10756.13,402339202
3900,BUDIDAYA,SULAWESI UTARA,LAINNYA,2014,4846.08,178282605
3901,BUDIDAYA,SULAWESI UTARA,LAINNYA,2015,2262.15,100585600
3902,BUDIDAYA,SULAWESI UTARA,LAINNYA,2016,15341.96,396146216
3903,BUDIDAYA,SULAWESI UTARA,LAINNYA,2017,11906.4,1050461170
3904,BUDIDAYA,SULAWESI UTARA,LAINNYA,2018,2155.92,63130775
3905,BUDIDAYA,SULAWESI UTARA,LAINNYA,2019,1915.32,78962210
3906,BUDIDAYA,SULAWESI UTARA,LELE,2011,23.0,460000
3907,BUDIDAYA,SULAWESI UTARA,LELE,2012,24.9,373500
3908,BUDIDAYA,SULAWESI UTARA,LELE,2013,646.67,12776500
3909,BUDIDAYA,SULAWESI UTARA,LELE,2014,82.58,1692800
3910,BUDIDAYA,SULAWESI UTARA,LELE,2015,142.21,3225400
3911,BUDIDAYA,SULAWESI UTARA,LELE,2016,162.23,3589680
3912,BUDIDAYA,SULAWESI UTARA,LELE,2017,6.86,119158
3913,BUDIDAYA,SULAWESI UTARA,LELE,2018,714.72,16099133
3914,BUDIDAYA,SULAWESI UTARA,LELE,2019,125.47,4513340
3915,BUDIDAYA,SULAWESI UTARA,LELE,2020,390.28,13497946
3916,BUDIDAYA,SULAWESI UTARA,LOBSTER,2013,634.06,95109000
3917,BUDIDAYA,SULAWESI UTARA,LOBSTER,2014,8540.0,430888000
3918,BUDIDAYA,SULAWESI UTARA,LOBSTER,2015,8604.75,348306300
3919,BUDIDAYA,SULAWESI UTARA,LOBSTER,2016,5389.41,220390000
3920,BUDIDAYA,SULAWESI UTARA,LOBSTER,2018,10.52,1404540
3921,BUDIDAYA,SULAWESI UTARA,LOBSTER,2019,8718.29,438522050
3922,BUDIDAYA,SULAWESI UTARA,LOBSTER,2020,38.3,6442800
3923,BUDIDAYA,SULAWESI UTARA,MAS,2011,10729.01,321870300
3924,BUDIDAYA,SULAWESI UTARA,MAS,2012,8822.29,132334350
3925,BUDIDAYA,SULAWESI UTARA,MAS,2013,41789.0,1700210100
3926,BUDIDAYA,SULAWESI UTARA,MAS,2014,31846.79,1295338650
3927,BUDIDAYA,SULAWESI UTARA,MAS,2015,24242.22,905666900
3928,BUDIDAYA,SULAWESI UTARA,MAS,2016,59833.68,2283954812
3929,BUDIDAYA,SULAWESI UTARA,MAS,2017,13103.61,336369720
3930,BUDIDAYA,SULAWESI UTARA,MAS,2018,44115.05,1812593323
3931,BUDIDAYA,SULAWESI UTARA,MAS,2019,33943.59,1146071975
3932,BUDIDAYA,SULAWESI UTARA,MAS,2020,23634.92,1000033708
3933,BUDIDAYA,SULAWESI UTARA,MUJAIR,2020,26.54,1061520
3934,BUDIDAYA,SULAWESI UTARA,NILA,2011,34975.6,803937748
3935,BUDIDAYA,SULAWESI UTARA,NILA,2012,42496.31,637444650
3936,BUDIDAYA,SULAWESI UTARA,NILA,2013,89368.07,2446682425
3937,BUDIDAYA,SULAWESI UTARA,NILA,2014,83500.35,2236598610
3938,BUDIDAYA,SULAWESI UTARA,NILA,2015,104562.24,2839368042
3939,BUDIDAYA,SULAWESI UTARA,NILA,2016,143095.35,3979555535
3940,BUDIDAYA,SULAWESI UTARA,NILA,2017,95571.39,2092631221
3941,BUDIDAYA,SULAWESI UTARA,NILA,2018,89672.23,1418886532
3942,BUDIDAYA,SULAWESI UTARA,NILA,2019,152833.35,4167454246
3943,BUDIDAYA,SULAWESI UTARA,NILA,2020,96313.06,2570456199
3944,BUDIDAYA,SULAWESI UTARA,NILEM,2020,35.39,707780
3945,BUDIDAYA,SULAWESI UTARA,PATIN,2011,710.54,14210800
3946,BUDIDAYA,SULAWESI UTARA,PATIN,2012,0.0,0
3947,BUDIDAYA,SULAWESI UTARA,PATIN,2013,0.0,0
3948,BUDIDAYA,SULAWESI UTARA,PATIN,2014,10.1,171700
3949,BUDIDAYA,SULAWESI UTARA,PATIN,2015,41.91,1047750
3950,BUDIDAYA,SULAWESI UTARA,PATIN,2016,3.7,92500
3951,BUDIDAYA,SULAWESI UTARA,PATIN,2018,5.82,145365
3952,BUDIDAYA,SULAWESI UTARA,PATIN,2019,26.43,695850
3953,BUDIDAYA,SULAWESI UTARA,PATIN,2020,49.03,1225750
3954,BUDIDAYA,SULAWESI UTARA,RUMPUT LAUT,2011,98838.0,98838000
3955,BUDIDAYA,SULAWESI UTARA,RUMPUT LAUT,2012,159099.4,238649100
3956,BUDIDAYA,SULAWESI UTARA,RUMPUT LAUT,2013,176420.77,820103850
3957,BUDIDAYA,SULAWESI UTARA,RUMPUT LAUT,2014,299677.0,599354000
3958,BUDIDAYA,SULAWESI UTARA,RUMPUT LAUT,2015,338081.75,338123550
3959,BUDIDAYA,SULAWESI UTARA,RUMPUT LAUT,2016,208079.0,262750000
3960,BUDIDAYA,SULAWESI UTARA,RUMPUT LAUT,2017,338110.25,507165375
3961,BUDIDAYA,SULAWESI UTARA,RUMPUT LAUT,2018,349603.33,1059740786
3962,BUDIDAYA,SULAWESI UTARA,RUMPUT LAUT,2019,357596.5,912518553
3963,BUDIDAYA,SULAWESI UTARA,RUMPUT LAUT,2020,247024.07,585929681
3964,BUDIDAYA,SULAWESI UTARA,SIDAT,2020,21.88,1867370
3965,BUDIDAYA,SULAWESI UTARA,TERIPANG,2020,31.75,317500
3966,BUDIDAYA,SULAWESI UTARA,UDANG,2011,195.44,7817600
3967,BUDIDAYA,SULAWESI UTARA,UDANG,2012,81.01,4174750
3968,BUDIDAYA,SULAWESI UTARA,UDANG,2013,662.28,37787150
3969,BUDIDAYA,SULAWESI UTARA,UDANG,2014,150.7,11747473
3970,BUDIDAYA,SULAWESI UTARA,UDANG,2015,311.37,18480875
3971,BUDIDAYA,SULAWESI UTARA,UDANG,2016,151.22,12610569
3972,BUDIDAYA,SULAWESI UTARA,UDANG,2017,554.53,45618712
3973,BUDIDAYA,SULAWESI UTARA,UDANG,2018,209.32,14151588
3974,BUDIDAYA,SULAWESI UTARA,UDANG,2019,432.92,16026700
3975,BUDIDAYA,SULAWESI UTARA,UDANG,2020,256.74,15937265
3976,BUDIDAYA,SUMATERA BARAT,BANDENG,2011,11.32,271680
3977,BUDIDAYA,SUMATERA BARAT,BANDENG,2012,20.15,251875
3978,BUDIDAYA,SUMATERA BARAT,BANDENG,2013,6.0,68352
3979,BUDIDAYA,SUMATERA BARAT,BANDENG,2014,0.0,0
3980,BUDIDAYA,SUMATERA BARAT,BANDENG,2015,0.0,0
3981,BUDIDAYA,SUMATERA BARAT,BANDENG,2016,0.0,0
3982,BUDIDAYA,SUMATERA BARAT,BAWAL,2011,0.0,0
3983,BUDIDAYA,SUMATERA BARAT,BAWAL,2012,0.0,0
3984,BUDIDAYA,SUMATERA BARAT,BAWAL,2013,401.78,5867193
3985,BUDIDAYA,SUMATERA BARAT,BAWAL,2014,479.26,6883090
3986,BUDIDAYA,SUMATERA BARAT,BAWAL,2015,899.54,13117328
3987,BUDIDAYA,SUMATERA BARAT,BAWAL,2016,794.33,13510470
3988,BUDIDAYA,SUMATERA BARAT,BAWAL,2019,1540.13,29996306
3989,BUDIDAYA,SUMATERA BARAT,BAWAL,2020,189.91,5306822
3990,BUDIDAYA,SUMATERA BARAT,BELUT TAWAR,2020,285.59,10106395
3991,BUDIDAYA,SUMATERA BARAT,GABUS,2020,68.66,2674188
3992,BUDIDAYA,SUMATERA BARAT,GURAME,2011,9724.18,223034200
3993,BUDIDAYA,SUMATERA BARAT,GURAME,2012,15754.01,472620300
3994,BUDIDAYA,SUMATERA BARAT,GURAME,2013,19951.32,485914399
3995,BUDIDAYA,SUMATERA BARAT,GURAME,2014,24801.95,626393668
3996,BUDIDAYA,SUMATERA BARAT,GURAME,2015,22889.55,616639925
3997,BUDIDAYA,SUMATERA BARAT,GURAME,2016,24782.28,682263680
3998,BUDIDAYA,SUMATERA BARAT,GURAME,2017,25772.03,1030881080
3999,BUDIDAYA,SUMATERA BARAT,GURAME,2018,30831.22,1020854438
4000,BUDIDAYA,SUMATERA BARAT,GURAME,2019,24934.28,898835588
4001,BUDIDAYA,SUMATERA BARAT,GURAMI,2020,26097.94,932987970
4002,BUDIDAYA,SUMATERA BARAT,KAKAP,2011,3.84,126720
4003,BUDIDAYA,SUMATERA BARAT,KAKAP,2012,5.56,222400
4004,BUDIDAYA,SUMATERA BARAT,KAKAP,2013,0.0,0
4005,BUDIDAYA,SUMATERA BARAT,KAKAP,2014,4.45,336000
4006,BUDIDAYA,SUMATERA BARAT,KAKAP,2015,3.69,166050
4007,BUDIDAYA,SUMATERA BARAT,KAKAP,2016,4.0,180000
4008,BUDIDAYA,SUMATERA BARAT,KAKAP,2018,1.5,97500
4009,BUDIDAYA,SUMATERA BARAT,KAKAP,2019,3.71,219160
4010,BUDIDAYA,SUMATERA BARAT,KEKERANGAN,2011,0.0,0
4011,BUDIDAYA,SUMATERA BARAT,KEKERANGAN,2012,696.0,2436000
4012,BUDIDAYA,SUMATERA BARAT,KEKERANGAN,2013,0.0,0
4013,BUDIDAYA,SUMATERA BARAT,KEKERANGAN,2014,0.0,0
4014,BUDIDAYA,SUMATERA BARAT,KEKERANGAN,2015,0.0,0
4015,BUDIDAYA,SUMATERA BARAT,KEKERANGAN,2016,0.0,0
4016,BUDIDAYA,SUMATERA BARAT,KERAPU,2011,56.77,19869500
4017,BUDIDAYA,SUMATERA BARAT,KERAPU,2012,96.24,5293200
4018,BUDIDAYA,SUMATERA BARAT,KERAPU,2013,310.04,29383421
4019,BUDIDAYA,SUMATERA BARAT,KERAPU,2014,186.2,15187000
